group1,group2,meandiff,p-adj,lower,upper,reject
neural_net + All_Clusters,xgboost + KMeans+Hierarchical,0.0919,0.0,0.0586,0.1251,True
neural_net + All_Clusters,xgboost + KMeans_Only,0.0919,0.0,0.0586,0.1251,True
neural_net + Baseline,neural_net + DBSCAN_Only,0.0033,1.0,-0.03,0.0365,False
neural_net + Baseline,neural_net + Hierarchical+DBSCAN,0.0003,1.0,-0.0329,0.0335,False
neural_net + Baseline,neural_net + Hierarchical_Only,-0.0006,1.0,-0.0338,0.0327,False
neural_net + Baseline,neural_net + KMeans+DBSCAN,0.0026,1.0,-0.0307,0.0358,False
neural_net + Baseline,neural_net + KMeans+Hierarchical,-0.0019,1.0,-0.0351,0.0314,False
neural_net + Baseline,neural_net + KMeans_Only,0.0018,1.0,-0.0314,0.0351,False
neural_net + Baseline,rf + All_Clusters,0.0382,0.0053,0.005,0.0715,True
neural_net + Baseline,rf + Baseline,0.0382,0.0053,0.005,0.0715,True
neural_net + Baseline,rf + DBSCAN_Only,0.0382,0.0053,0.005,0.0715,True
neural_net + Baseline,rf + Hierarchical+DBSCAN,0.0382,0.0053,0.005,0.0715,True
neural_net + Baseline,rf + Hierarchical_Only,0.0382,0.0053,0.005,0.0715,True
neural_net + Baseline,rf + KMeans+DBSCAN,0.0382,0.0053,0.005,0.0715,True
neural_net + Baseline,rf + KMeans+Hierarchical,0.0382,0.0053,0.005,0.0715,True
neural_net + Baseline,rf + KMeans_Only,0.0382,0.0053,0.005,0.0715,True
neural_net + Baseline,svm + All_Clusters,-0.004,1.0,-0.0372,0.0292,False
neural_net + Baseline,svm + Baseline,-0.004,1.0,-0.0372,0.0292,False
neural_net + Baseline,svm + DBSCAN_Only,-0.004,1.0,-0.0372,0.0292,False
neural_net + Baseline,svm + Hierarchical+DBSCAN,-0.004,1.0,-0.0372,0.0292,False
neural_net + Baseline,svm + Hierarchical_Only,-0.004,1.0,-0.0372,0.0292,False
neural_net + Baseline,svm + KMeans+DBSCAN,-0.004,1.0,-0.0372,0.0292,False
neural_net + Baseline,svm + KMeans+Hierarchical,-0.004,1.0,-0.0372,0.0292,False
neural_net + Baseline,svm + KMeans_Only,-0.004,1.0,-0.0372,0.0292,False
neural_net + Baseline,xgboost + All_Clusters,0.0945,0.0,0.0612,0.1277,True
neural_net + Baseline,xgboost + Baseline,0.0945,0.0,0.0612,0.1277,True
neural_net + Baseline,xgboost + DBSCAN_Only,0.0945,0.0,0.0612,0.1277,True
neural_net + Baseline,xgboost + Hierarchical+DBSCAN,0.0945,0.0,0.0612,0.1277,True
neural_net + Baseline,xgboost + Hierarchical_Only,0.0945,0.0,0.0612,0.1277,True
neural_net + Baseline,xgboost + KMeans+DBSCAN,0.0945,0.0,0.0612,0.1277,True
neural_net + Baseline,xgboost + KMeans+Hierarchical,0.0945,0.0,0.0612,0.1277,True
neural_net + Baseline,xgboost + KMeans_Only,0.0945,0.0,0.0612,0.1277,True
neural_net + DBSCAN_Only,neural_net + Hierarchical+DBSCAN,-0.003,1.0,-0.0362,0.0302,False
neural_net + DBSCAN_Only,neural_net + Hierarchical_Only,-0.0038,1.0,-0.0371,0.0294,False
neural_net + DBSCAN_Only,neural_net + KMeans+DBSCAN,-0.0007,1.0,-0.0339,0.0325,False
neural_net + DBSCAN_Only,neural_net + KMeans+Hierarchical,-0.0051,1.0,-0.0384,0.0281,False
neural_net + DBSCAN_Only,neural_net + KMeans_Only,-0.0014,1.0,-0.0347,0.0318,False
neural_net + DBSCAN_Only,rf + All_Clusters,0.0349,0.0244,0.0017,0.0682,True
neural_net + DBSCAN_Only,rf + Baseline,0.0349,0.0244,0.0017,0.0682,True
neural_net + DBSCAN_Only,rf + DBSCAN_Only,0.0349,0.0244,0.0017,0.0682,True
neural_net + DBSCAN_Only,rf + Hierarchical+DBSCAN,0.0349,0.0244,0.0017,0.0682,True
neural_net + DBSCAN_Only,rf + Hierarchical_Only,0.0349,0.0244,0.0017,0.0682,True
neural_net + DBSCAN_Only,rf + KMeans+DBSCAN,0.0349,0.0244,0.0017,0.0682,True
neural_net + DBSCAN_Only,rf + KMeans+Hierarchical,0.0349,0.0244,0.0017,0.0682,True
neural_net + DBSCAN_Only,rf + KMeans_Only,0.0349,0.0244,0.0017,0.0682,True
neural_net + DBSCAN_Only,svm + All_Clusters,-0.0073,1.0,-0.0405,0.026,False
neural_net + DBSCAN_Only,svm + Baseline,-0.0073,1.0,-0.0405,0.026,False
neural_net + DBSCAN_Only,svm + DBSCAN_Only,-0.0073,1.0,-0.0405,0.0259,False
neural_net + DBSCAN_Only,svm + Hierarchical+DBSCAN,-0.0073,1.0,-0.0405,0.026,False
neural_net + DBSCAN_Only,svm + Hierarchical_Only,-0.0073,1.0,-0.0405,0.026,False
neural_net + DBSCAN_Only,svm + KMeans+DBSCAN,-0.0073,1.0,-0.0405,0.026,False
neural_net + DBSCAN_Only,svm + KMeans+Hierarchical,-0.0073,1.0,-0.0405,0.026,False
neural_net + DBSCAN_Only,svm + KMeans_Only,-0.0073,1.0,-0.0405,0.026,False
neural_net + DBSCAN_Only,xgboost + All_Clusters,0.0912,0.0,0.058,0.1244,True
neural_net + DBSCAN_Only,xgboost + Baseline,0.0912,0.0,0.058,0.1244,True
neural_net + DBSCAN_Only,xgboost + DBSCAN_Only,0.0912,0.0,0.058,0.1244,True
neural_net + DBSCAN_Only,xgboost + Hierarchical+DBSCAN,0.0912,0.0,0.058,0.1244,True
neural_net + DBSCAN_Only,xgboost + Hierarchical_Only,0.0912,0.0,0.058,0.1244,True
neural_net + DBSCAN_Only,xgboost + KMeans+DBSCAN,0.0912,0.0,0.058,0.1244,True
neural_net + DBSCAN_Only,xgboost + KMeans+Hierarchical,0.0912,0.0,0.058,0.1244,True
neural_net + DBSCAN_Only,xgboost + KMeans_Only,0.0912,0.0,0.058,0.1244,True
neural_net + Hierarchical+DBSCAN,neural_net + Hierarchical_Only,-0.0008,1.0,-0.0341,0.0324,False
neural_net + Hierarchical+DBSCAN,neural_net + KMeans+DBSCAN,0.0023,1.0,-0.0309,0.0355,False
neural_net + Hierarchical+DBSCAN,neural_net + KMeans+Hierarchical,-0.0021,1.0,-0.0354,0.0311,False
neural_net + Hierarchical+DBSCAN,neural_net + KMeans_Only,0.0016,1.0,-0.0317,0.0348,False
neural_net + Hierarchical+DBSCAN,rf + All_Clusters,0.0379,0.0061,0.0047,0.0712,True
neural_net + Hierarchical+DBSCAN,rf + Baseline,0.0379,0.0061,0.0047,0.0712,True
neural_net + Hierarchical+DBSCAN,rf + DBSCAN_Only,0.0379,0.0061,0.0047,0.0712,True
neural_net + Hierarchical+DBSCAN,rf + Hierarchical+DBSCAN,0.0379,0.0061,0.0047,0.0712,True
neural_net + Hierarchical+DBSCAN,rf + Hierarchical_Only,0.0379,0.0061,0.0047,0.0712,True
neural_net + Hierarchical+DBSCAN,rf + KMeans+DBSCAN,0.0379,0.0061,0.0047,0.0712,True
neural_net + Hierarchical+DBSCAN,rf + KMeans+Hierarchical,0.0379,0.0061,0.0047,0.0712,True
neural_net + Hierarchical+DBSCAN,rf + KMeans_Only,0.0379,0.0061,0.0047,0.0712,True
neural_net + Hierarchical+DBSCAN,svm + All_Clusters,-0.0043,1.0,-0.0375,0.0289,False
neural_net + Hierarchical+DBSCAN,svm + Baseline,-0.0043,1.0,-0.0375,0.0289,False
neural_net + Hierarchical+DBSCAN,svm + DBSCAN_Only,-0.0043,1.0,-0.0375,0.0289,False
neural_net + Hierarchical+DBSCAN,svm + Hierarchical+DBSCAN,-0.0043,1.0,-0.0375,0.0289,False
neural_net + Hierarchical+DBSCAN,svm + Hierarchical_Only,-0.0043,1.0,-0.0375,0.0289,False
neural_net + Hierarchical+DBSCAN,svm + KMeans+DBSCAN,-0.0043,1.0,-0.0375,0.0289,False
neural_net + Hierarchical+DBSCAN,svm + KMeans+Hierarchical,-0.0043,1.0,-0.0375,0.0289,False
neural_net + Hierarchical+DBSCAN,svm + KMeans_Only,-0.0043,1.0,-0.0375,0.0289,False
neural_net + Hierarchical+DBSCAN,xgboost + All_Clusters,0.0942,0.0,0.061,0.1274,True
neural_net + Hierarchical+DBSCAN,xgboost + Baseline,0.0942,0.0,0.061,0.1274,True
neural_net + Hierarchical+DBSCAN,xgboost + DBSCAN_Only,0.0942,0.0,0.061,0.1274,True
neural_net + Hierarchical+DBSCAN,xgboost + Hierarchical+DBSCAN,0.0942,0.0,0.061,0.1274,True
neural_net + Hierarchical+DBSCAN,xgboost + Hierarchical_Only,0.0942,0.0,0.061,0.1274,True
neural_net + Hierarchical+DBSCAN,xgboost + KMeans+DBSCAN,0.0942,0.0,0.061,0.1274,True
neural_net + Hierarchical+DBSCAN,xgboost + KMeans+Hierarchical,0.0942,0.0,0.061,0.1274,True
neural_net + Hierarchical+DBSCAN,xgboost + KMeans_Only,0.0942,0.0,0.061,0.1274,True
neural_net + Hierarchical_Only,neural_net + KMeans+DBSCAN,0.0031,1.0,-0.0301,0.0364,False
neural_net + Hierarchical_Only,neural_net + KMeans+Hierarchical,-0.0013,1.0,-0.0345,0.0319,False
neural_net + Hierarchical_Only,neural_net + KMeans_Only,0.0024,1.0,-0.0308,0.0356,False
neural_net + Hierarchical_Only,rf + All_Clusters,0.0388,0.004,0.0056,0.072,True
neural_net + Hierarchical_Only,rf + Baseline,0.0388,0.004,0.0056,0.072,True
neural_net + Hierarchical_Only,rf + DBSCAN_Only,0.0388,0.004,0.0056,0.072,True
neural_net + Hierarchical_Only,rf + Hierarchical+DBSCAN,0.0388,0.004,0.0056,0.072,True
neural_net + Hierarchical_Only,rf + Hierarchical_Only,0.0388,0.004,0.0056,0.072,True
neural_net + Hierarchical_Only,rf + KMeans+DBSCAN,0.0388,0.004,0.0056,0.072,True
neural_net + Hierarchical_Only,rf + KMeans+Hierarchical,0.0388,0.004,0.0056,0.072,True
neural_net + Hierarchical_Only,rf + KMeans_Only,0.0388,0.004,0.0056,0.072,True
neural_net + Hierarchical_Only,svm + All_Clusters,-0.0034,1.0,-0.0367,0.0298,False
neural_net + Hierarchical_Only,svm + Baseline,-0.0034,1.0,-0.0367,0.0298,False
neural_net + Hierarchical_Only,svm + DBSCAN_Only,-0.0034,1.0,-0.0367,0.0298,False
neural_net + Hierarchical_Only,svm + Hierarchical+DBSCAN,-0.0034,1.0,-0.0367,0.0298,False
neural_net + Hierarchical_Only,svm + Hierarchical_Only,-0.0034,1.0,-0.0367,0.0298,False
neural_net + Hierarchical_Only,svm + KMeans+DBSCAN,-0.0034,1.0,-0.0367,0.0298,False
neural_net + Hierarchical_Only,svm + KMeans+Hierarchical,-0.0034,1.0,-0.0367,0.0298,False
neural_net + Hierarchical_Only,svm + KMeans_Only,-0.0034,1.0,-0.0367,0.0298,False
neural_net + Hierarchical_Only,xgboost + All_Clusters,0.095,0.0,0.0618,0.1283,True
neural_net + Hierarchical_Only,xgboost + Baseline,0.095,0.0,0.0618,0.1283,True
neural_net + Hierarchical_Only,xgboost + DBSCAN_Only,0.095,0.0,0.0618,0.1283,True
neural_net + Hierarchical_Only,xgboost + Hierarchical+DBSCAN,0.095,0.0,0.0618,0.1283,True
neural_net + Hierarchical_Only,xgboost + Hierarchical_Only,0.095,0.0,0.0618,0.1283,True
neural_net + Hierarchical_Only,xgboost + KMeans+DBSCAN,0.095,0.0,0.0618,0.1283,True
neural_net + Hierarchical_Only,xgboost + KMeans+Hierarchical,0.095,0.0,0.0618,0.1283,True
neural_net + Hierarchical_Only,xgboost + KMeans_Only,0.095,0.0,0.0618,0.1283,True
neural_net + KMeans+DBSCAN,neural_net + KMeans+Hierarchical,-0.0044,1.0,-0.0377,0.0288,False
neural_net + KMeans+DBSCAN,neural_net + KMeans_Only,-0.0007,1.0,-0.034,0.0325,False
neural_net + KMeans+DBSCAN,rf + All_Clusters,0.0357,0.0179,0.0024,0.0689,True
neural_net + KMeans+DBSCAN,rf + Baseline,0.0357,0.0179,0.0024,0.0689,True
neural_net + KMeans+DBSCAN,rf + DBSCAN_Only,0.0357,0.0179,0.0024,0.0689,True
neural_net + KMeans+DBSCAN,rf + Hierarchical+DBSCAN,0.0357,0.0179,0.0024,0.0689,True
neural_net + KMeans+DBSCAN,rf + Hierarchical_Only,0.0357,0.0179,0.0024,0.0689,True
neural_net + KMeans+DBSCAN,rf + KMeans+DBSCAN,0.0357,0.0179,0.0024,0.0689,True
neural_net + KMeans+DBSCAN,rf + KMeans+Hierarchical,0.0357,0.0179,0.0024,0.0689,True
neural_net + KMeans+DBSCAN,rf + KMeans_Only,0.0357,0.0179,0.0024,0.0689,True
neural_net + KMeans+DBSCAN,svm + All_Clusters,-0.0066,1.0,-0.0398,0.0267,False
neural_net + KMeans+DBSCAN,svm + Baseline,-0.0066,1.0,-0.0398,0.0267,False
neural_net + KMeans+DBSCAN,svm + DBSCAN_Only,-0.0066,1.0,-0.0398,0.0267,False
neural_net + KMeans+DBSCAN,svm + Hierarchical+DBSCAN,-0.0066,1.0,-0.0398,0.0267,False
neural_net + KMeans+DBSCAN,svm + Hierarchical_Only,-0.0066,1.0,-0.0398,0.0267,False
neural_net + KMeans+DBSCAN,svm + KMeans+DBSCAN,-0.0066,1.0,-0.0398,0.0267,False
neural_net + KMeans+DBSCAN,svm + KMeans+Hierarchical,-0.0066,1.0,-0.0398,0.0267,False
neural_net + KMeans+DBSCAN,svm + KMeans_Only,-0.0066,1.0,-0.0398,0.0267,False
neural_net + KMeans+DBSCAN,xgboost + All_Clusters,0.0919,0.0,0.0587,0.1251,True
neural_net + KMeans+DBSCAN,xgboost + Baseline,0.0919,0.0,0.0587,0.1251,True
neural_net + KMeans+DBSCAN,xgboost + DBSCAN_Only,0.0919,0.0,0.0587,0.1251,True
neural_net + KMeans+DBSCAN,xgboost + Hierarchical+DBSCAN,0.0919,0.0,0.0587,0.1251,True
neural_net + KMeans+DBSCAN,xgboost + Hierarchical_Only,0.0919,0.0,0.0587,0.1251,True
neural_net + KMeans+DBSCAN,xgboost + KMeans+DBSCAN,0.0919,0.0,0.0587,0.1251,True
neural_net + KMeans+DBSCAN,xgboost + KMeans+Hierarchical,0.0919,0.0,0.0587,0.1251,True
neural_net + KMeans+DBSCAN,xgboost + KMeans_Only,0.0919,0.0,0.0587,0.1251,True
neural_net + KMeans+Hierarchical,neural_net + KMeans_Only,0.0037,1.0,-0.0295,0.0369,False
neural_net + KMeans+Hierarchical,rf + All_Clusters,0.0401,0.0021,0.0069,0.0733,True
neural_net + KMeans+Hierarchical,rf + Baseline,0.0401,0.0021,0.0069,0.0733,True
neural_net + KMeans+Hierarchical,rf + DBSCAN_Only,0.0401,0.0021,0.0069,0.0733,True
neural_net + KMeans+Hierarchical,rf + Hierarchical+DBSCAN,0.0401,0.0021,0.0069,0.0733,True
neural_net + KMeans+Hierarchical,rf + Hierarchical_Only,0.0401,0.0021,0.0069,0.0733,True
neural_net + KMeans+Hierarchical,rf + KMeans+DBSCAN,0.0401,0.0021,0.0069,0.0733,True
neural_net + KMeans+Hierarchical,rf + KMeans+Hierarchical,0.0401,0.0021,0.0069,0.0733,True
neural_net + KMeans+Hierarchical,rf + KMeans_Only,0.0401,0.0021,0.0069,0.0733,True
neural_net + KMeans+Hierarchical,svm + All_Clusters,-0.0021,1.0,-0.0354,0.0311,False
neural_net + KMeans+Hierarchical,svm + Baseline,-0.0021,1.0,-0.0354,0.0311,False
neural_net + KMeans+Hierarchical,svm + DBSCAN_Only,-0.0021,1.0,-0.0354,0.0311,False
neural_net + KMeans+Hierarchical,svm + Hierarchical+DBSCAN,-0.0021,1.0,-0.0354,0.0311,False
neural_net + KMeans+Hierarchical,svm + Hierarchical_Only,-0.0021,1.0,-0.0354,0.0311,False
neural_net + KMeans+Hierarchical,svm + KMeans+DBSCAN,-0.0021,1.0,-0.0354,0.0311,False
neural_net + KMeans+Hierarchical,svm + KMeans+Hierarchical,-0.0021,1.0,-0.0354,0.0311,False
neural_net + KMeans+Hierarchical,svm + KMeans_Only,-0.0021,1.0,-0.0354,0.0311,False
neural_net + KMeans+Hierarchical,xgboost + All_Clusters,0.0963,0.0,0.0631,0.1296,True
neural_net + KMeans+Hierarchical,xgboost + Baseline,0.0963,0.0,0.0631,0.1296,True
neural_net + KMeans+Hierarchical,xgboost + DBSCAN_Only,0.0963,0.0,0.0631,0.1296,True
neural_net + KMeans+Hierarchical,xgboost + Hierarchical+DBSCAN,0.0963,0.0,0.0631,0.1296,True
neural_net + KMeans+Hierarchical,xgboost + Hierarchical_Only,0.0963,0.0,0.0631,0.1296,True
neural_net + KMeans+Hierarchical,xgboost + KMeans+DBSCAN,0.0963,0.0,0.0631,0.1296,True
neural_net + KMeans+Hierarchical,xgboost + KMeans+Hierarchical,0.0963,0.0,0.0631,0.1296,True
neural_net + KMeans+Hierarchical,xgboost + KMeans_Only,0.0963,0.0,0.0631,0.1296,True
neural_net + KMeans_Only,rf + All_Clusters,0.0364,0.0128,0.0032,0.0696,True
neural_net + KMeans_Only,rf + Baseline,0.0364,0.0128,0.0032,0.0696,True
neural_net + KMeans_Only,rf + DBSCAN_Only,0.0364,0.0128,0.0032,0.0696,True
neural_net + KMeans_Only,rf + Hierarchical+DBSCAN,0.0364,0.0128,0.0032,0.0696,True
neural_net + KMeans_Only,rf + Hierarchical_Only,0.0364,0.0128,0.0032,0.0696,True
neural_net + KMeans_Only,rf + KMeans+DBSCAN,0.0364,0.0128,0.0032,0.0696,True
neural_net + KMeans_Only,rf + KMeans+Hierarchical,0.0364,0.0128,0.0032,0.0696,True
neural_net + KMeans_Only,rf + KMeans_Only,0.0364,0.0128,0.0032,0.0696,True
neural_net + KMeans_Only,svm + All_Clusters,-0.0058,1.0,-0.0391,0.0274,False
neural_net + KMeans_Only,svm + Baseline,-0.0058,1.0,-0.0391,0.0274,False
neural_net + KMeans_Only,svm + DBSCAN_Only,-0.0058,1.0,-0.0391,0.0274,False
neural_net + KMeans_Only,svm + Hierarchical+DBSCAN,-0.0058,1.0,-0.0391,0.0274,False
neural_net + KMeans_Only,svm + Hierarchical_Only,-0.0058,1.0,-0.0391,0.0274,False
neural_net + KMeans_Only,svm + KMeans+DBSCAN,-0.0058,1.0,-0.0391,0.0274,False
neural_net + KMeans_Only,svm + KMeans+Hierarchical,-0.0058,1.0,-0.0391,0.0274,False
neural_net + KMeans_Only,svm + KMeans_Only,-0.0058,1.0,-0.0391,0.0274,False
neural_net + KMeans_Only,xgboost + All_Clusters,0.0926,0.0,0.0594,0.1259,True
neural_net + KMeans_Only,xgboost + Baseline,0.0926,0.0,0.0594,0.1259,True
neural_net + KMeans_Only,xgboost + DBSCAN_Only,0.0926,0.0,0.0594,0.1259,True
neural_net + KMeans_Only,xgboost + Hierarchical+DBSCAN,0.0926,0.0,0.0594,0.1259,True
neural_net + KMeans_Only,xgboost + Hierarchical_Only,0.0926,0.0,0.0594,0.1259,True
neural_net + KMeans_Only,xgboost + KMeans+DBSCAN,0.0926,0.0,0.0594,0.1259,True
neural_net + KMeans_Only,xgboost + KMeans+Hierarchical,0.0926,0.0,0.0594,0.1259,True
neural_net + KMeans_Only,xgboost + KMeans_Only,0.0926,0.0,0.0594,0.1259,True
rf + All_Clusters,rf + Baseline,0.0,1.0,-0.0332,0.0332,False
rf + All_Clusters,rf + DBSCAN_Only,0.0,1.0,-0.0332,0.0332,False
rf + All_Clusters,rf + Hierarchical+DBSCAN,0.0,1.0,-0.0332,0.0332,False
rf + All_Clusters,rf + Hierarchical_Only,0.0,1.0,-0.0332,0.0332,False
rf + All_Clusters,rf + KMeans+DBSCAN,0.0,1.0,-0.0332,0.0332,False
rf + All_Clusters,rf + KMeans+Hierarchical,0.0,1.0,-0.0332,0.0332,False
rf + All_Clusters,rf + KMeans_Only,0.0,1.0,-0.0332,0.0332,False
rf + All_Clusters,svm + All_Clusters,-0.0422,0.0007,-0.0754,-0.009,True
rf + All_Clusters,svm + Baseline,-0.0422,0.0007,-0.0754,-0.009,True
rf + All_Clusters,svm + DBSCAN_Only,-0.0422,0.0007,-0.0755,-0.009,True
rf + All_Clusters,svm + Hierarchical+DBSCAN,-0.0422,0.0007,-0.0754,-0.009,True
rf + All_Clusters,svm + Hierarchical_Only,-0.0422,0.0007,-0.0754,-0.009,True
rf + All_Clusters,svm + KMeans+DBSCAN,-0.0422,0.0007,-0.0754,-0.009,True
rf + All_Clusters,svm + KMeans+Hierarchical,-0.0422,0.0007,-0.0754,-0.009,True
rf + All_Clusters,svm + KMeans_Only,-0.0422,0.0007,-0.0754,-0.009,True
rf + All_Clusters,xgboost + All_Clusters,0.0562,0.0,0.023,0.0895,True
rf + All_Clusters,xgboost + Baseline,0.0562,0.0,0.023,0.0895,True
rf + All_Clusters,xgboost + DBSCAN_Only,0.0562,0.0,0.023,0.0895,True
rf + All_Clusters,xgboost + Hierarchical+DBSCAN,0.0562,0.0,0.023,0.0895,True
rf + All_Clusters,xgboost + Hierarchical_Only,0.0562,0.0,0.023,0.0895,True
rf + All_Clusters,xgboost + KMeans+DBSCAN,0.0562,0.0,0.023,0.0895,True
rf + All_Clusters,xgboost + KMeans+Hierarchical,0.0562,0.0,0.023,0.0895,True
rf + All_Clusters,xgboost + KMeans_Only,0.0562,0.0,0.023,0.0895,True
rf + Baseline,rf + DBSCAN_Only,0.0,1.0,-0.0332,0.0332,False
rf + Baseline,rf + Hierarchical+DBSCAN,0.0,1.0,-0.0332,0.0332,False
rf + Baseline,rf + Hierarchical_Only,0.0,1.0,-0.0332,0.0332,False
rf + Baseline,rf + KMeans+DBSCAN,0.0,1.0,-0.0332,0.0332,False
rf + Baseline,rf + KMeans+Hierarchical,0.0,1.0,-0.0332,0.0332,False
rf + Baseline,rf + KMeans_Only,0.0,1.0,-0.0332,0.0332,False
rf + Baseline,svm + All_Clusters,-0.0422,0.0007,-0.0754,-0.009,True
rf + Baseline,svm + Baseline,-0.0422,0.0007,-0.0754,-0.009,True
rf + Baseline,svm + DBSCAN_Only,-0.0422,0.0007,-0.0755,-0.009,True
rf + Baseline,svm + Hierarchical+DBSCAN,-0.0422,0.0007,-0.0754,-0.009,True
rf + Baseline,svm + Hierarchical_Only,-0.0422,0.0007,-0.0754,-0.009,True
